OBJECTID	NUTS_ID	CNTR_CODE	NUTS_NAME	NAME_LATN	NAME_ASCI	NAME_HTML
1821	BE255	BE	Arr. Oostende	Arr. Oostende	Arr. Oostende	Arr. Oostende
1822	BE256	BE	Arr. Roeselare	Arr. Roeselare	Arr. Roeselare	Arr. Roeselare
1823	BE257	BE	Arr. Tielt	Arr. Tielt	Arr. Tielt	Arr. Tielt
1824	BE258	BE	Arr. Veurne	Arr. Veurne	Arr. Veurne	Arr. Veurne
1825	BE3	BE	Région Wallonne	Région Wallonne	Region Wallonne	R&#x00E9;gion Wallonne
1826	BE31	BE	Prov. Brabant Wallon	Prov. Brabant Wallon	Prov. Brabant Wallon	Prov. Brabant Wallon
1827	BE310	BE	Arr. Nivelles	Arr. Nivelles	Arr. Nivelles	Arr. Nivelles
1828	BE32	BE	Prov. Hainaut	Prov. Hainaut	Prov. Hainaut	Prov. Hainaut
1829	BE321	BE	Arr. Ath	Arr. Ath	Arr. Ath	Arr. Ath
1830	DE21C	DE	Fürstenfeldbruck	Fürstenfeldbruck	Furstenfeldbruck	F&#x00FC;rstenfeldbruck
1831	DE21D	DE	Garmisch-Partenkirchen	Garmisch-Partenkirchen	Garmisch-Partenkirchen	Garmisch-Partenkirchen
1832	DE21E	DE	Landsberg a. Lech	Landsberg a. Lech	Landsberg a. Lech	Landsberg a. Lech
1833	DE21F	DE	Miesbach	Miesbach	Miesbach	Miesbach
1834	CH066	CH	Zug	Zug	Zug	Zug
1835	CH07	CH	Ticino	Ticino	Ticino	Ticino
1836	CH070	CH	Ticino	Ticino	Ticino	Ticino
1837	CY	CY	Κύπρος / Kıbrıs	Kýpros / Kıbrıs	Kypros/Kibris	K&#x00FD;pros / K&#x0131;br&#x0131;s
1838	CY0	CY	Κύπρος / Kıbrıs	Kýpros / Kıbrıs	Kypros/Kibris	K&#x00FD;pros / K&#x0131;br&#x0131;s
1839	CY00	CY	Κύπρος / Kıbrıs	Kýpros / Kıbrıs	Kypros/Kibris	K&#x00FD;pros / K&#x0131;br&#x0131;s
1840	CY000	CY	Κύπρος / Kıbrıs	Kýpros / Kıbrıs	Kypros/Kibris	K&#x00FD;pros / K&#x0131;br&#x0131;s
1841	CZ	CZ	Česká Republika	Česká Republika	Ceska Republika	&#x010C;esk&#x00E1; Republika
1842	CZ0	CZ	Česká Republika	Česká Republika	Ceska Republika	&#x010C;esk&#x00E1; Republika
1843	CZ01	CZ	Praha	Praha	Praha	Praha
1844	CZ010	CZ	Hlavní město Praha	Hlavní město Praha	Hlavni mesto Praha	Hlavn&#x00ED; m&#x011B;sto Praha
1845	CZ02	CZ	Střední Čechy	Střední Čechy	Stredni Cechy	St&#x0159;edn&#x00ED; &#x010C;echy
1846	CZ020	CZ	Středočeský kraj	Středočeský kraj	Stredocesky kraj	St&#x0159;edo&#x010D;esk&#x00FD; kraj
1847	CZ03	CZ	Jihozápad	Jihozápad	Jihozapad	Jihoz&#x00E1;pad
1848	CZ031	CZ	Jihočeský kraj	Jihočeský kraj	Jihocesky kraj	Jiho&#x010D;esk&#x00FD; kraj
1849	CZ032	CZ	Plzeňský kraj	Plzeňský kraj	Plzensky kraj	Plze&#x0148;sk&#x00FD; kraj
1850	CZ04	CZ	Severozápad	Severozápad	Severozapad	Severoz&#x00E1;pad
1851	CZ041	CZ	Karlovarský kraj	Karlovarský kraj	Karlovarsky kraj	Karlovarsk&#x00FD; kraj
1852	CZ042	CZ	Ústecký kraj	Ústecký kraj	Ustecky kraj	&#x00DA;steck&#x00FD; kraj
1853	CZ05	CZ	Severovýchod	Severovýchod	Severovychod	Severov&#x00FD;chod
1854	CZ051	CZ	Liberecký kraj	Liberecký kraj	Liberecky kraj	Libereck&#x00FD; kraj
1855	CZ052	CZ	Královéhradecký kraj	Královéhradecký kraj	Kralovehradecky kraj	Kr&#x00E1;lov&#x00E9;hradeck&#x00FD; kraj
1856	CZ053	CZ	Pardubický kraj	Pardubický kraj	Pardubicky kraj	Pardubick&#x00FD; kraj
1857	CZ06	CZ	Jihovýchod	Jihovýchod	Jihovychod	Jihov&#x00FD;chod
1858	CZ063	CZ	Vysočina	Vysočina	Vysocina	Vyso&#x010D;ina
1859	CZ064	CZ	Jihomoravský kraj	Jihomoravský kraj	Jihomoravsky kraj	Jihomoravsk&#x00FD; kraj
1860	CZ07	CZ	Střední Morava	Střední Morava	Stredni Morava	St&#x0159;edn&#x00ED; Morava
1861	CZ071	CZ	Olomoucký kraj	Olomoucký kraj	Olomoucky kraj	Olomouck&#x00FD; kraj
1862	CZ072	CZ	Zlínský kraj	Zlínský kraj	Zlinsky kraj	Zl&#x00ED;nsk&#x00FD; kraj
1863	CZ08	CZ	Moravskoslezsko	Moravskoslezsko	Moravskoslezsko	Moravskoslezsko
1864	CZ080	CZ	Moravskoslezský kraj	Moravskoslezský kraj	Moravskoslezsky kraj	Moravskoslezsk&#x00FD; kraj
1865	DE	DE	Deutschland	Deutschland	Deutschland	Deutschland
1866	DE1	DE	Baden-Württemberg	Baden-Württemberg	Baden-Wurttemberg	Baden-W&#x00FC;rttemberg
1867	DE11	DE	Stuttgart	Stuttgart	Stuttgart	Stuttgart
1868	DE111	DE	Stuttgart, Stadtkreis	Stuttgart, Stadtkreis	Stuttgart, Stadtkreis	Stuttgart, Stadtkreis
1869	DE112	DE	Böblingen	Böblingen	Boblingen	B&#x00F6;blingen
1870	DE113	DE	Esslingen	Esslingen	Esslingen	Esslingen
1871	DE114	DE	Göppingen	Göppingen	Goppingen	G&#x00F6;ppingen
1872	DE115	DE	Ludwigsburg	Ludwigsburg	Ludwigsburg	Ludwigsburg
1873	DE116	DE	Rems-Murr-Kreis	Rems-Murr-Kreis	Rems-Murr-Kreis	Rems-Murr-Kreis
1874	DE117	DE	Heilbronn, Stadtkreis	Heilbronn, Stadtkreis	Heilbronn, Stadtkreis	Heilbronn, Stadtkreis
1875	DE118	DE	Heilbronn, Landkreis	Heilbronn, Landkreis	Heilbronn, Landkreis	Heilbronn, Landkreis
1876	DE119	DE	Hohenlohekreis	Hohenlohekreis	Hohenlohekreis	Hohenlohekreis
1877	DE11A	DE	Schwäbisch Hall	Schwäbisch Hall	Schwabisch Hall	Schw&#x00E4;bisch Hall
1878	DE11B	DE	Main-Tauber-Kreis	Main-Tauber-Kreis	Main-Tauber-Kreis	Main-Tauber-Kreis
1879	DE11C	DE	Heidenheim	Heidenheim	Heidenheim	Heidenheim
1880	DE11D	DE	Ostalbkreis	Ostalbkreis	Ostalbkreis	Ostalbkreis
1881	DE12	DE	Karlsruhe	Karlsruhe	Karlsruhe	Karlsruhe
1882	DE121	DE	Baden-Baden, Stadtkreis	Baden-Baden, Stadtkreis	Baden-Baden, Stadtkreis	Baden-Baden, Stadtkreis
1883	DE122	DE	Karlsruhe, Stadtkreis	Karlsruhe, Stadtkreis	Karlsruhe, Stadtkreis	Karlsruhe, Stadtkreis
1884	DE123	DE	Karlsruhe, Landkreis	Karlsruhe, Landkreis	Karlsruhe, Landkreis	Karlsruhe, Landkreis
1885	DE124	DE	Rastatt	Rastatt	Rastatt	Rastatt
1886	DE125	DE	Heidelberg, Stadtkreis	Heidelberg, Stadtkreis	Heidelberg, Stadtkreis	Heidelberg, Stadtkreis
1887	DE126	DE	Mannheim, Stadtkreis	Mannheim, Stadtkreis	Mannheim, Stadtkreis	Mannheim, Stadtkreis
1888	DE127	DE	Neckar-Odenwald-Kreis	Neckar-Odenwald-Kreis	Neckar-Odenwald-Kreis	Neckar-Odenwald-Kreis
1889	DE128	DE	Rhein-Neckar-Kreis	Rhein-Neckar-Kreis	Rhein-Neckar-Kreis	Rhein-Neckar-Kreis
1890	DE129	DE	Pforzheim, Stadtkreis	Pforzheim, Stadtkreis	Pforzheim, Stadtkreis	Pforzheim, Stadtkreis
1891	DE12A	DE	Calw	Calw	Calw	Calw
1892	DE12B	DE	Enzkreis	Enzkreis	Enzkreis	Enzkreis
1893	DE12C	DE	Freudenstadt	Freudenstadt	Freudenstadt	Freudenstadt
1894	DE13	DE	Freiburg	Freiburg	Freiburg	Freiburg
1895	DE131	DE	Freiburg im Breisgau, Stadtkreis	Freiburg im Breisgau, Stadtkreis	Freiburg im Breisgau, Stadtkreis	Freiburg im Breisgau, Stadtkreis
1896	DE132	DE	Breisgau-Hochschwarzwald	Breisgau-Hochschwarzwald	Breisgau-Hochschwarzwald	Breisgau-Hochschwarzwald
1897	DE133	DE	Emmendingen	Emmendingen	Emmendingen	Emmendingen
1898	DE134	DE	Ortenaukreis	Ortenaukreis	Ortenaukreis	Ortenaukreis
1899	DE135	DE	Rottweil	Rottweil	Rottweil	Rottweil
1900	DE136	DE	Schwarzwald-Baar-Kreis	Schwarzwald-Baar-Kreis	Schwarzwald-Baar-Kreis	Schwarzwald-Baar-Kreis
1901	DE137	DE	Tuttlingen	Tuttlingen	Tuttlingen	Tuttlingen
1902	DE138	DE	Konstanz	Konstanz	Konstanz	Konstanz
1903	DE139	DE	Lörrach	Lörrach	Lorrach	L&#x00F6;rrach
1904	DE13A	DE	Waldshut	Waldshut	Waldshut	Waldshut
1905	DE14	DE	Tübingen	Tübingen	Tubingen	T&#x00FC;bingen
1906	DE141	DE	Reutlingen	Reutlingen	Reutlingen	Reutlingen
1907	DE142	DE	Tübingen, Landkreis	Tübingen, Landkreis	Tubingen, Landkreis	T&#x00FC;bingen, Landkreis
1908	DE143	DE	Zollernalbkreis	Zollernalbkreis	Zollernalbkreis	Zollernalbkreis
1909	DE144	DE	Ulm, Stadtkreis	Ulm, Stadtkreis	Ulm, Stadtkreis	Ulm, Stadtkreis
1910	DE145	DE	Alb-Donau-Kreis	Alb-Donau-Kreis	Alb-Donau-Kreis	Alb-Donau-Kreis
1911	DE146	DE	Biberach	Biberach	Biberach	Biberach
1912	DE147	DE	Bodenseekreis	Bodenseekreis	Bodenseekreis	Bodenseekreis
1913	DE148	DE	Ravensburg	Ravensburg	Ravensburg	Ravensburg
1914	DE149	DE	Sigmaringen	Sigmaringen	Sigmaringen	Sigmaringen
1915	DE2	DE	Bayern	Bayern	Bayern	Bayern
1916	DE21	DE	Oberbayern	Oberbayern	Oberbayern	Oberbayern
1917	DE211	DE	Ingolstadt, Kreisfreie Stadt	Ingolstadt, Kreisfreie Stadt	Ingolstadt, Kreisfreie Stadt	Ingolstadt, Kreisfreie Stadt
1918	DE212	DE	München, Kreisfreie Stadt	München, Kreisfreie Stadt	Munchen, Kreisfreie Stadt	M&#x00FC;nchen, Kreisfreie Stadt
1919	DE213	DE	Rosenheim, Kreisfreie Stadt	Rosenheim, Kreisfreie Stadt	Rosenheim, Kreisfreie Stadt	Rosenheim, Kreisfreie Stadt
1920	DE214	DE	Altötting	Altötting	Altotting	Alt&#x00F6;tting
1921	DE215	DE	Berchtesgadener Land	Berchtesgadener Land	Berchtesgadener Land	Berchtesgadener Land
1922	DE216	DE	Bad Tölz-Wolfratshausen	Bad Tölz-Wolfratshausen	Bad Tolz-Wolfratshausen	Bad T&#x00F6;lz-Wolfratshausen
1923	DE217	DE	Dachau	Dachau	Dachau	Dachau
1924	DE218	DE	Ebersberg	Ebersberg	Ebersberg	Ebersberg
1925	DE219	DE	Eichstätt	Eichstätt	Eichstatt	Eichst&#x00E4;tt
1926	DE21A	DE	Erding	Erding	Erding	Erding
1927	DE21B	DE	Freising	Freising	Freising	Freising
