OBJECTID	NUTS_ID	CNTR_CODE	NUTS_NAME	NAME_LATN	NAME_ASCI	NAME_HTML
1310	DE251	DE	Ansbach, Kreisfreie Stadt	Ansbach, Kreisfreie Stadt	Ansbach, Kreisfreie Stadt	Ansbach, Kreisfreie Stadt
1311	DE252	DE	Erlangen, Kreisfreie Stadt	Erlangen, Kreisfreie Stadt	Erlangen, Kreisfreie Stadt	Erlangen, Kreisfreie Stadt
1312	DE253	DE	Fürth, Kreisfreie Stadt	Fürth, Kreisfreie Stadt	Furth, Kreisfreie Stadt	F&#x00FC;rth, Kreisfreie Stadt
1313	DE254	DE	Nürnberg, Kreisfreie Stadt	Nürnberg, Kreisfreie Stadt	Nurnberg, Kreisfreie Stadt	N&#x00FC;rnberg, Kreisfreie Stadt
1314	DE255	DE	Schwabach, Kreisfreie Stadt	Schwabach, Kreisfreie Stadt	Schwabach, Kreisfreie Stadt	Schwabach, Kreisfreie Stadt
1315	DE256	DE	Ansbach, Landkreis	Ansbach, Landkreis	Ansbach, Landkreis	Ansbach, Landkreis
1316	DE257	DE	Erlangen-Höchstadt	Erlangen-Höchstadt	Erlangen-Hochstadt	Erlangen-H&#x00F6;chstadt
1317	DE258	DE	Fürth, Landkreis	Fürth, Landkreis	Furth, Landkreis	F&#x00FC;rth, Landkreis
1318	DE259	DE	Nürnberger Land	Nürnberger Land	Nurnberger Land	N&#x00FC;rnberger Land
1319	DE25A	DE	Neustadt a. d. Aisch-Bad Windsheim	Neustadt a. d. Aisch-Bad Windsheim	Neustadt a. d. Aisch-Bad Windsheim	Neustadt a. d. Aisch-Bad Windsheim
1320	DE25B	DE	Roth	Roth	Roth	Roth
1321	DE25C	DE	Weißenburg-Gunzenhausen	Weißenburg-Gunzenhausen	Weissenburg-Gunzenhausen	Wei&#x00DF;enburg-Gunzenhausen
1322	DE26	DE	Unterfranken	Unterfranken	Unterfranken	Unterfranken
1323	DE261	DE	Aschaffenburg, Kreisfreie Stadt	Aschaffenburg, Kreisfreie Stadt	Aschaffenburg, Kreisfreie Stadt	Aschaffenburg, Kreisfreie Stadt
1324	DE262	DE	Schweinfurt, Kreisfreie Stadt	Schweinfurt, Kreisfreie Stadt	Schweinfurt, Kreisfreie Stadt	Schweinfurt, Kreisfreie Stadt
1325	DE263	DE	Würzburg, Kreisfreie Stadt	Würzburg, Kreisfreie Stadt	Wurzburg, Kreisfreie Stadt	W&#x00FC;rzburg, Kreisfreie Stadt
1326	DE264	DE	Aschaffenburg, Landkreis	Aschaffenburg, Landkreis	Aschaffenburg, Landkreis	Aschaffenburg, Landkreis
1327	DE265	DE	Bad Kissingen	Bad Kissingen	Bad Kissingen	Bad Kissingen
1328	DE266	DE	Rhön-Grabfeld	Rhön-Grabfeld	Rhon-Grabfeld	Rh&#x00F6;n-Grabfeld
1329	DE267	DE	Haßberge	Haßberge	Hassberge	Ha&#x00DF;berge
1330	DE268	DE	Kitzingen	Kitzingen	Kitzingen	Kitzingen
1331	DE269	DE	Miltenberg	Miltenberg	Miltenberg	Miltenberg
1332	DE26A	DE	Main-Spessart	Main-Spessart	Main-Spessart	Main-Spessart
1333	DE26B	DE	Schweinfurt, Landkreis	Schweinfurt, Landkreis	Schweinfurt, Landkreis	Schweinfurt, Landkreis
1334	DE26C	DE	Würzburg, Landkreis	Würzburg, Landkreis	Wurzburg, Landkreis	W&#x00FC;rzburg, Landkreis
1335	DE27	DE	Schwaben	Schwaben	Schwaben	Schwaben
1336	DE271	DE	Augsburg, Kreisfreie Stadt	Augsburg, Kreisfreie Stadt	Augsburg, Kreisfreie Stadt	Augsburg, Kreisfreie Stadt
1337	DE272	DE	Kaufbeuren, Kreisfreie Stadt	Kaufbeuren, Kreisfreie Stadt	Kaufbeuren, Kreisfreie Stadt	Kaufbeuren, Kreisfreie Stadt
1338	DE273	DE	Kempten (Allgäu), Kreisfreie Stadt	Kempten (Allgäu), Kreisfreie Stadt	Kempten (Allgau), Kreisfreie Stadt	Kempten (Allg&#x00E4;u), Kreisfreie Stadt
1339	DE274	DE	Memmingen, Kreisfreie Stadt	Memmingen, Kreisfreie Stadt	Memmingen, Kreisfreie Stadt	Memmingen, Kreisfreie Stadt
1340	DE275	DE	Aichach-Friedberg	Aichach-Friedberg	Aichach-Friedberg	Aichach-Friedberg
1341	DE276	DE	Augsburg, Landkreis	Augsburg, Landkreis	Augsburg, Landkreis	Augsburg, Landkreis
1342	DE277	DE	Dillingen a.d. Donau	Dillingen a.d. Donau	Dillingen a.d. Donau	Dillingen a.d. Donau
1343	DE278	DE	Günzburg	Günzburg	Gunzburg	G&#x00FC;nzburg
1344	DE279	DE	Neu-Ulm	Neu-Ulm	Neu-Ulm	Neu-Ulm
1345	DE27A	DE	Lindau (Bodensee)	Lindau (Bodensee)	Lindau (Bodensee)	Lindau (Bodensee)
1346	DE27B	DE	Ostallgäu	Ostallgäu	Ostallgau	Ostallg&#x00E4;u
1347	DE27C	DE	Unterallgäu	Unterallgäu	Unterallgau	Unterallg&#x00E4;u
1348	DE27D	DE	Donau-Ries	Donau-Ries	Donau-Ries	Donau-Ries
1349	DE27E	DE	Oberallgäu	Oberallgäu	Oberallgau	Oberallg&#x00E4;u
1350	DE3	DE	Berlin	Berlin	Berlin	Berlin
1351	DE30	DE	Berlin	Berlin	Berlin	Berlin
1352	DE300	DE	Berlin	Berlin	Berlin	Berlin
1353	DEA33	DE	Münster, Kreisfreie Stadt	Münster, Kreisfreie Stadt	Munster, Kreisfreie Stadt	M&#x00FC;nster, Kreisfreie Stadt
1354	DEA34	DE	Borken	Borken	Borken	Borken
1355	DEA35	DE	Coesfeld	Coesfeld	Coesfeld	Coesfeld
1356	DEA36	DE	Recklinghausen	Recklinghausen	Recklinghausen	Recklinghausen
1357	DEA37	DE	Steinfurt	Steinfurt	Steinfurt	Steinfurt
1358	DEA38	DE	Warendorf	Warendorf	Warendorf	Warendorf
1359	DEA4	DE	Detmold	Detmold	Detmold	Detmold
1360	DEA41	DE	Bielefeld, Kreisfreie Stadt	Bielefeld, Kreisfreie Stadt	Bielefeld, Kreisfreie Stadt	Bielefeld, Kreisfreie Stadt
1361	DEA42	DE	Gütersloh	Gütersloh	Gutersloh	G&#x00FC;tersloh
1362	DEA43	DE	Herford	Herford	Herford	Herford
1363	DEA44	DE	Höxter	Höxter	Hoxter	H&#x00F6;xter
1364	DEA45	DE	Lippe	Lippe	Lippe	Lippe
1365	DEA46	DE	Minden-Lübbecke	Minden-Lübbecke	Minden-Lubbecke	Minden-L&#x00FC;bbecke
1366	DEA47	DE	Paderborn	Paderborn	Paderborn	Paderborn
1367	DEA5	DE	Arnsberg	Arnsberg	Arnsberg	Arnsberg
1368	DEA51	DE	Bochum, Kreisfreie Stadt	Bochum, Kreisfreie Stadt	Bochum, Kreisfreie Stadt	Bochum, Kreisfreie Stadt
1369	DEA52	DE	Dortmund, Kreisfreie Stadt	Dortmund, Kreisfreie Stadt	Dortmund, Kreisfreie Stadt	Dortmund, Kreisfreie Stadt
1370	DEA53	DE	Hagen, Kreisfreie Stadt	Hagen, Kreisfreie Stadt	Hagen, Kreisfreie Stadt	Hagen, Kreisfreie Stadt
1371	DEA54	DE	Hamm, Kreisfreie Stadt	Hamm, Kreisfreie Stadt	Hamm, Kreisfreie Stadt	Hamm, Kreisfreie Stadt
1372	DEA55	DE	Herne, Kreisfreie Stadt	Herne, Kreisfreie Stadt	Herne, Kreisfreie Stadt	Herne, Kreisfreie Stadt
1373	DEA56	DE	Ennepe-Ruhr-Kreis	Ennepe-Ruhr-Kreis	Ennepe-Ruhr-Kreis	Ennepe-Ruhr-Kreis
1374	DEA57	DE	Hochsauerlandkreis	Hochsauerlandkreis	Hochsauerlandkreis	Hochsauerlandkreis
1375	DEA58	DE	Märkischer Kreis	Märkischer Kreis	Markischer Kreis	M&#x00E4;rkischer Kreis
1376	DEA59	DE	Olpe	Olpe	Olpe	Olpe
1377	DEA5A	DE	Siegen-Wittgenstein	Siegen-Wittgenstein	Siegen-Wittgenstein	Siegen-Wittgenstein
1378	DEA5B	DE	Soest	Soest	Soest	Soest
1379	DEA5C	DE	Unna	Unna	Unna	Unna
1380	DEB	DE	Rheinland-Pfalz	Rheinland-Pfalz	Rheinland-Pfalz	Rheinland-Pfalz
1381	DEB1	DE	Koblenz	Koblenz	Koblenz	Koblenz
1382	DEB11	DE	Koblenz, Kreisfreie Stadt	Koblenz, Kreisfreie Stadt	Koblenz, Kreisfreie Stadt	Koblenz, Kreisfreie Stadt
1383	DEB12	DE	Ahrweiler	Ahrweiler	Ahrweiler	Ahrweiler
1384	DEB13	DE	Altenkirchen (Westerwald)	Altenkirchen (Westerwald)	Altenkirchen (Westerwald)	Altenkirchen (Westerwald)
1385	DEB14	DE	Bad Kreuznach	Bad Kreuznach	Bad Kreuznach	Bad Kreuznach
1386	DEB15	DE	Birkenfeld	Birkenfeld	Birkenfeld	Birkenfeld
1387	DEB16	DE	Cochem-Zell	Cochem-Zell	Cochem-Zell	Cochem-Zell
1388	DEB17	DE	Mayen-Koblenz	Mayen-Koblenz	Mayen-Koblenz	Mayen-Koblenz
1389	DEB18	DE	Neuwied	Neuwied	Neuwied	Neuwied
1390	DEB19	DE	Rhein-Hunsrück-Kreis	Rhein-Hunsrück-Kreis	Rhein-Hunsruck-Kreis	Rhein-Hunsr&#x00FC;ck-Kreis
1391	DEB1A	DE	Rhein-Lahn-Kreis	Rhein-Lahn-Kreis	Rhein-Lahn-Kreis	Rhein-Lahn-Kreis
1392	DEB1B	DE	Westerwaldkreis	Westerwaldkreis	Westerwaldkreis	Westerwaldkreis
1393	DEB2	DE	Trier	Trier	Trier	Trier
1394	DEB21	DE	Trier, Kreisfreie Stadt	Trier, Kreisfreie Stadt	Trier, Kreisfreie Stadt	Trier, Kreisfreie Stadt
1395	DEB22	DE	Bernkastel-Wittlich	Bernkastel-Wittlich	Bernkastel-Wittlich	Bernkastel-Wittlich
1396	DEB23	DE	Bitburg-Prüm	Bitburg-Prüm	Bitburg-Prum	Bitburg-Pr&#x00FC;m
1397	DEB24	DE	Daun	Daun	Daun	Daun
1398	DEB25	DE	Trier-Saarburg	Trier-Saarburg	Trier-Saarburg	Trier-Saarburg
1399	DEB3	DE	Rheinhessen-Pfalz	Rheinhessen-Pfalz	Rheinhessen-Pfalz	Rheinhessen-Pfalz
1400	DEB31	DE	Frankenthal (Pfalz), Kreisfreie Stadt	Frankenthal (Pfalz), Kreisfreie Stadt	Frankenthal (Pfalz), Kreisfreie Stadt	Frankenthal (Pfalz), Kreisfreie Stadt
1401	DEB32	DE	Kaiserslautern, Kreisfreie Stadt	Kaiserslautern, Kreisfreie Stadt	Kaiserslautern, Kreisfreie Stadt	Kaiserslautern, Kreisfreie Stadt
1402	DEB33	DE	Landau in der Pfalz, Kreisfreie Stadt	Landau in der Pfalz, Kreisfreie Stadt	Landau in der Pfalz, Kreisfreie Stadt	Landau in der Pfalz, Kreisfreie Stadt
1403	DEB34	DE	Ludwigshafen am Rhein, Kreisfreie Stadt	Ludwigshafen am Rhein, Kreisfreie Stadt	Ludwigshafen am Rhein, Kreisfreie Stadt	Ludwigshafen am Rhein, Kreisfreie Stadt
1404	DEB35	DE	Mainz, Kreisfreie Stadt	Mainz, Kreisfreie Stadt	Mainz, Kreisfreie Stadt	Mainz, Kreisfreie Stadt
1405	DEB36	DE	Neustadt an der Weinstraße, Kreisfreie Stadt	Neustadt an der Weinstraße, Kreisfreie Stadt	Neustadt an der Weinstrasse, Kreisfreie Stadt	Neustadt an der Weinstra&#x00DF;e, Kreisfreie Stadt
1406	DEB37	DE	Pirmasens, Kreisfreie Stadt	Pirmasens, Kreisfreie Stadt	Pirmasens, Kreisfreie Stadt	Pirmasens, Kreisfreie Stadt
1407	DEB38	DE	Speyer, Kreisfreie Stadt	Speyer, Kreisfreie Stadt	Speyer, Kreisfreie Stadt	Speyer, Kreisfreie Stadt
1408	DEB39	DE	Worms, Kreisfreie Stadt	Worms, Kreisfreie Stadt	Worms, Kreisfreie Stadt	Worms, Kreisfreie Stadt
1409	DEB3A	DE	Zweibrücken, Kreisfreie Stadt	Zweibrücken, Kreisfreie Stadt	Zweibrucken, Kreisfreie Stadt	Zweibr&#x00FC;cken, Kreisfreie Stadt
1410	DEB3B	DE	Alzey-Worms	Alzey-Worms	Alzey-Worms	Alzey-Worms
1411	DEB3C	DE	Bad Dürkheim	Bad Dürkheim	Bad Durkheim	Bad D&#x00FC;rkheim
1412	DEB3D	DE	Donnersbergkreis	Donnersbergkreis	Donnersbergkreis	Donnersbergkreis
1413	DEB3E	DE	Germersheim	Germersheim	Germersheim	Germersheim
1414	DEB3F	DE	Kaiserslautern, Landkreis	Kaiserslautern, Landkreis	Kaiserslautern, Landkreis	Kaiserslautern, Landkreis
1415	DEB3G	DE	Kusel	Kusel	Kusel	Kusel
1416	DEB3H	DE	Südliche Weinstraße	Südliche Weinstraße	Sudliche Weinstrasse	S&#x00FC;dliche Weinstra&#x00DF;e
1417	DEB3I	DE	Rhein-Pfalz-Kreis	Rhein-Pfalz-Kreis	Rhein-Pfalz-Kreis	Rhein-Pfalz-Kreis
1418	DEB3J	DE	Mainz-Bingen	Mainz-Bingen	Mainz-Bingen	Mainz-Bingen
1419	DEB3K	DE	Südwestpfalz	Südwestpfalz	Sudwestpfalz	S&#x00FC;dwestpfalz
1420	DEC	DE	Saarland	Saarland	Saarland	Saarland
1421	DEC0	DE	Saarland	Saarland	Saarland	Saarland
1422	DEC01	DE	Stadtverband Saarbrücken	Stadtverband Saarbrücken	Stadtverband Saarbrucken	Stadtverband Saarbr&#x00FC;cken
1423	DEC02	DE	Merzig-Wadern	Merzig-Wadern	Merzig-Wadern	Merzig-Wadern
1424	DEC03	DE	Neunkirchen	Neunkirchen	Neunkirchen	Neunkirchen
1425	DEC04	DE	Saarlouis	Saarlouis	Saarlouis	Saarlouis
1426	DEC05	DE	Saarpfalz-Kreis	Saarpfalz-Kreis	Saarpfalz-Kreis	Saarpfalz-Kreis
1427	DEC06	DE	St. Wendel	St. Wendel	St. Wendel	St. Wendel
1428	DED	DE	Sachsen	Sachsen	Sachsen	Sachsen
1429	DED1	DE	Chemnitz	Chemnitz	Chemnitz	Chemnitz
1430	DED11	DE	Chemnitz, Kreisfreie Stadt	Chemnitz, Kreisfreie Stadt	Chemnitz, Kreisfreie Stadt	Chemnitz, Kreisfreie Stadt
1431	DED12	DE	Plauen, Kreisfreie Stadt	Plauen, Kreisfreie Stadt	Plauen, Kreisfreie Stadt	Plauen, Kreisfreie Stadt
1432	DED13	DE	Zwickau, Kreisfreie Stadt	Zwickau, Kreisfreie Stadt	Zwickau, Kreisfreie Stadt	Zwickau, Kreisfreie Stadt
1433	DED14	DE	Annaberg	Annaberg	Annaberg	Annaberg
1434	DED15	DE	Chemnitzer Land	Chemnitzer Land	Chemnitzer Land	Chemnitzer Land
1435	DED16	DE	Freiberg	Freiberg	Freiberg	Freiberg
1436	DED17	DE	Vogtlandkreis	Vogtlandkreis	Vogtlandkreis	Vogtlandkreis
1437	DED18	DE	Mittlerer Erzgebirgskreis	Mittlerer Erzgebirgskreis	Mittlerer Erzgebirgskreis	Mittlerer Erzgebirgskreis
1438	DED19	DE	Mittweida	Mittweida	Mittweida	Mittweida
1439	DED1A	DE	Stollberg	Stollberg	Stollberg	Stollberg
1440	DED1B	DE	Aue-Schwarzenberg	Aue-Schwarzenberg	Aue-Schwarzenberg	Aue-Schwarzenberg
1441	DED1C	DE	Zwickauer Land	Zwickauer Land	Zwickauer Land	Zwickauer Land
1442	DED2	DE	Dresden	Dresden	Dresden	Dresden
1443	DED21	DE	Dresden, Kreisfreie Stadt	Dresden, Kreisfreie Stadt	Dresden, Kreisfreie Stadt	Dresden, Kreisfreie Stadt
1444	DED22	DE	Görlitz, Kreisfreie Stadt	Görlitz, Kreisfreie Stadt	Gorlitz, Kreisfreie Stadt	G&#x00F6;rlitz, Kreisfreie Stadt
1445	DE809	DE	Güstrow	Güstrow	Gustrow	G&#x00FC;strow
1446	DE80A	DE	Ludwigslust	Ludwigslust	Ludwigslust	Ludwigslust
1447	DE80B	DE	Mecklenburg-Strelitz	Mecklenburg-Strelitz	Mecklenburg-Strelitz	Mecklenburg-Strelitz
1448	DE80C	DE	Müritz	Müritz	Muritz	M&#x00FC;ritz
1449	DE80D	DE	Nordvorpommern	Nordvorpommern	Nordvorpommern	Nordvorpommern
1450	DE80E	DE	Nordwestmecklenburg	Nordwestmecklenburg	Nordwestmecklenburg	Nordwestmecklenburg
1451	DE80F	DE	Ostvorpommern	Ostvorpommern	Ostvorpommern	Ostvorpommern
1452	DE80G	DE	Parchim	Parchim	Parchim	Parchim
1453	DE80H	DE	Rügen	Rügen	Rugen	R&#x00FC;gen
1454	DE80I	DE	Uecker-Randow	Uecker-Randow	Uecker-Randow	Uecker-Randow
1455	DE9	DE	Niedersachsen	Niedersachsen	Niedersachsen	Niedersachsen
1456	DE91	DE	Braunschweig	Braunschweig	Braunschweig	Braunschweig
1457	DE911	DE	Braunschweig, Kreisfreie Stadt	Braunschweig, Kreisfreie Stadt	Braunschweig, Kreisfreie Stadt	Braunschweig, Kreisfreie Stadt
1458	DE912	DE	Salzgitter, Kreisfreie Stadt	Salzgitter, Kreisfreie Stadt	Salzgitter, Kreisfreie Stadt	Salzgitter, Kreisfreie Stadt
1459	DE913	DE	Wolfsburg, Kreisfreie Stadt	Wolfsburg, Kreisfreie Stadt	Wolfsburg, Kreisfreie Stadt	Wolfsburg, Kreisfreie Stadt
1460	DE914	DE	Gifhorn	Gifhorn	Gifhorn	Gifhorn
1461	DE915	DE	Göttingen	Göttingen	Gottingen	G&#x00F6;ttingen
1462	DE916	DE	Goslar	Goslar	Goslar	Goslar
1463	DE917	DE	Helmstedt	Helmstedt	Helmstedt	Helmstedt
1464	DE918	DE	Northeim	Northeim	Northeim	Northeim
1465	DE919	DE	Osterode am Harz	Osterode am Harz	Osterode am Harz	Osterode am Harz
1466	DE91A	DE	Peine	Peine	Peine	Peine
1467	DE91B	DE	Wolfenbüttel	Wolfenbüttel	Wolfenbuttel	Wolfenb&#x00FC;ttel
1468	DE92	DE	Hannover	Hannover	Hannover	Hannover
1469	DE922	DE	Diepholz	Diepholz	Diepholz	Diepholz
1470	DE923	DE	Hameln-Pyrmont	Hameln-Pyrmont	Hameln-Pyrmont	Hameln-Pyrmont
1471	DE925	DE	Hildesheim	Hildesheim	Hildesheim	Hildesheim
1472	DE926	DE	Holzminden	Holzminden	Holzminden	Holzminden
1473	DE927	DE	Nienburg (Weser)	Nienburg (Weser)	Nienburg (Weser)	Nienburg (Weser)
1474	DE928	DE	Schaumburg	Schaumburg	Schaumburg	Schaumburg
1475	DE929	DE	Region Hannover	Region Hannover	Region Hannover	Region Hannover
1476	DE93	DE	Lüneburg	Lüneburg	Luneburg	L&#x00FC;neburg
1477	DE931	DE	Celle	Celle	Celle	Celle
1478	DE932	DE	Cuxhaven	Cuxhaven	Cuxhaven	Cuxhaven
1479	DE933	DE	Harburg	Harburg	Harburg	Harburg
1480	DE934	DE	Lüchow-Dannenberg	Lüchow-Dannenberg	Luchow-Dannenberg	L&#x00FC;chow-Dannenberg
1481	DE935	DE	Lüneburg, Landkreis	Lüneburg, Landkreis	Luneburg, Landkreis	L&#x00FC;neburg, Landkreis
1482	DE936	DE	Osterholz	Osterholz	Osterholz	Osterholz
1483	DE937	DE	Rotenburg (Wümme)	Rotenburg (Wümme)	Rotenburg (Wumme)	Rotenburg (W&#x00FC;mme)
1484	DE938	DE	Soltau-Fallingbostel	Soltau-Fallingbostel	Soltau-Fallingbostel	Soltau-Fallingbostel
1485	DE939	DE	Stade	Stade	Stade	Stade
1486	DE93A	DE	Uelzen	Uelzen	Uelzen	Uelzen
1487	DE93B	DE	Verden	Verden	Verden	Verden
1488	DE94	DE	Weser-Ems	Weser-Ems	Weser-Ems	Weser-Ems
1489	DE941	DE	Delmenhorst, Kreisfreie Stadt	Delmenhorst, Kreisfreie Stadt	Delmenhorst, Kreisfreie Stadt	Delmenhorst, Kreisfreie Stadt
1490	DE942	DE	Emden, Kreisfreie Stadt	Emden, Kreisfreie Stadt	Emden, Kreisfreie Stadt	Emden, Kreisfreie Stadt
1491	DE943	DE	Oldenburg (Oldenburg), Kreisfreie Stadt	Oldenburg (Oldenburg), Kreisfreie Stadt	Oldenburg (Oldenburg), Kreisfreie Stadt	Oldenburg (Oldenburg), Kreisfreie Stadt
1492	DE944	DE	Osnabrück, Kreisfreie Stadt	Osnabrück, Kreisfreie Stadt	Osnabruck, Kreisfreie Stadt	Osnabr&#x00FC;ck, Kreisfreie Stadt
1493	DE945	DE	Wilhelmshaven, Kreisfreie Stadt	Wilhelmshaven, Kreisfreie Stadt	Wilhelmshaven, Kreisfreie Stadt	Wilhelmshaven, Kreisfreie Stadt
1494	DE946	DE	Ammerland	Ammerland	Ammerland	Ammerland
1495	DE947	DE	Aurich	Aurich	Aurich	Aurich
1496	DE948	DE	Cloppenburg	Cloppenburg	Cloppenburg	Cloppenburg
1497	DE949	DE	Emsland	Emsland	Emsland	Emsland
1498	DE94A	DE	Friesland (D)	Friesland (D)	Friesland (D)	Friesland (D)
1499	DE94B	DE	Grafschaft Bentheim	Grafschaft Bentheim	Grafschaft Bentheim	Grafschaft Bentheim
1500	DE94C	DE	Leer	Leer	Leer	Leer
1501	DE94D	DE	Oldenburg, Landkreis	Oldenburg, Landkreis	Oldenburg, Landkreis	Oldenburg, Landkreis
1502	DE94E	DE	Osnabrück, Landkreis	Osnabrück, Landkreis	Osnabruck, Landkreis	Osnabr&#x00FC;ck, Landkreis
1503	DE94F	DE	Vechta	Vechta	Vechta	Vechta
1504	DE94G	DE	Wesermarsch	Wesermarsch	Wesermarsch	Wesermarsch
1505	DE94H	DE	Wittmund	Wittmund	Wittmund	Wittmund
1506	DEA	DE	Nordrhein-Westfalen	Nordrhein-Westfalen	Nordrhein-Westfalen	Nordrhein-Westfalen
1507	DEA1	DE	Düsseldorf	Düsseldorf	Dusseldorf	D&#x00FC;sseldorf
1508	DEA11	DE	Düsseldorf, Kreisfreie Stadt	Düsseldorf, Kreisfreie Stadt	Dusseldorf, Kreisfreie Stadt	D&#x00FC;sseldorf, Kreisfreie Stadt
1509	DEA12	DE	Duisburg, Kreisfreie Stadt	Duisburg, Kreisfreie Stadt	Duisburg, Kreisfreie Stadt	Duisburg, Kreisfreie Stadt
1510	DEA13	DE	Essen, Kreisfreie Stadt	Essen, Kreisfreie Stadt	Essen, Kreisfreie Stadt	Essen, Kreisfreie Stadt
1511	DEA14	DE	Krefeld, Kreisfreie Stadt	Krefeld, Kreisfreie Stadt	Krefeld, Kreisfreie Stadt	Krefeld, Kreisfreie Stadt
1512	DEA15	DE	Mönchengladbach, Kreisfreie Stadt	Mönchengladbach, Kreisfreie Stadt	Monchengladbach, Kreisfreie Stadt	M&#x00F6;nchengladbach, Kreisfreie Stadt
1513	DEA16	DE	Mülheim an der Ruhr,Kreisfreie Stadt	Mülheim an der Ruhr,Kreisfreie Stadt	Mulheim an der Ruhr,Kreisfreie Stadt	M&#x00FC;lheim an der Ruhr,Kreisfreie Stadt
1514	DEA17	DE	Oberhausen, Kreisfreie Stadt	Oberhausen, Kreisfreie Stadt	Oberhausen, Kreisfreie Stadt	Oberhausen, Kreisfreie Stadt
1515	DEA18	DE	Remscheid, Kreisfreie Stadt	Remscheid, Kreisfreie Stadt	Remscheid, Kreisfreie Stadt	Remscheid, Kreisfreie Stadt
1516	DEA19	DE	Solingen, Kreisfreie Stadt	Solingen, Kreisfreie Stadt	Solingen, Kreisfreie Stadt	Solingen, Kreisfreie Stadt
1517	DEA1A	DE	Wuppertal, Kreisfreie Stadt	Wuppertal, Kreisfreie Stadt	Wuppertal, Kreisfreie Stadt	Wuppertal, Kreisfreie Stadt
1518	DEA1B	DE	Kleve	Kleve	Kleve	Kleve
1519	DEA1C	DE	Mettmann	Mettmann	Mettmann	Mettmann
1520	DEA1D	DE	Rhein-Kreis Neuss	Rhein-Kreis Neuss	Rhein-Kreis Neuss	Rhein-Kreis Neuss
1521	DEA1E	DE	Viersen	Viersen	Viersen	Viersen
1522	DEA1F	DE	Wesel	Wesel	Wesel	Wesel
1523	DEA2	DE	Köln	Köln	Koln	K&#x00F6;ln
1524	DEA21	DE	Aachen, Kreisfreie Stadt	Aachen, Kreisfreie Stadt	Aachen, Kreisfreie Stadt	Aachen, Kreisfreie Stadt
1525	DEA22	DE	Bonn, Kreisfreie Stadt	Bonn, Kreisfreie Stadt	Bonn, Kreisfreie Stadt	Bonn, Kreisfreie Stadt
1526	DEA23	DE	Köln, Kreisfreie Stadt	Köln, Kreisfreie Stadt	Koln, Kreisfreie Stadt	K&#x00F6;ln, Kreisfreie Stadt
1527	DEA24	DE	Leverkusen, Kreisfreie Stadt	Leverkusen, Kreisfreie Stadt	Leverkusen, Kreisfreie Stadt	Leverkusen, Kreisfreie Stadt
1528	DEA25	DE	Aachen, Kreis	Aachen, Kreis	Aachen, Kreis	Aachen, Kreis
1529	DEA26	DE	Düren	Düren	Duren	D&#x00FC;ren
1530	DEA27	DE	Rhein-Erft-Kreis	Rhein-Erft-Kreis	Rhein-Erft-Kreis	Rhein-Erft-Kreis
1531	DEA28	DE	Euskirchen	Euskirchen	Euskirchen	Euskirchen
1532	DEA29	DE	Heinsberg	Heinsberg	Heinsberg	Heinsberg
1533	DEA2A	DE	Oberbergischer Kreis	Oberbergischer Kreis	Oberbergischer Kreis	Oberbergischer Kreis
1534	DEA2B	DE	Rheinisch-Bergischer Kreis	Rheinisch-Bergischer Kreis	Rheinisch-Bergischer Kreis	Rheinisch-Bergischer Kreis
1535	DEA2C	DE	Rhein-Sieg-Kreis	Rhein-Sieg-Kreis	Rhein-Sieg-Kreis	Rhein-Sieg-Kreis
1536	DEA3	DE	Münster	Münster	Munster	M&#x00FC;nster
1537	DEA31	DE	Bottrop, Kreisfreie Stadt	Bottrop, Kreisfreie Stadt	Bottrop, Kreisfreie Stadt	Bottrop, Kreisfreie Stadt
1538	DEA32	DE	Gelsenkirchen, Kreisfreie Stadt	Gelsenkirchen, Kreisfreie Stadt	Gelsenkirchen, Kreisfreie Stadt	Gelsenkirchen, Kreisfreie Stadt
1539	DE712	DE	Frankfurt am Main, Kreisfreie Stadt	Frankfurt am Main, Kreisfreie Stadt	Frankfurt am Main, Kreisfreie Stadt	Frankfurt am Main, Kreisfreie Stadt
1540	DE713	DE	Offenbach am Main, Kreisfreie Stadt	Offenbach am Main, Kreisfreie Stadt	Offenbach am Main, Kreisfreie Stadt	Offenbach am Main, Kreisfreie Stadt
1541	DE714	DE	Wiesbaden, Kreisfreie Stadt	Wiesbaden, Kreisfreie Stadt	Wiesbaden, Kreisfreie Stadt	Wiesbaden, Kreisfreie Stadt
1542	DE715	DE	Bergstraße	Bergstraße	Bergstrasse	Bergstra&#x00DF;e
1543	DE716	DE	Darmstadt-Dieburg	Darmstadt-Dieburg	Darmstadt-Dieburg	Darmstadt-Dieburg
1544	DE717	DE	Groß-Gerau	Groß-Gerau	Gross-Gerau	Gro&#x00DF;-Gerau
1545	DE718	DE	Hochtaunuskreis	Hochtaunuskreis	Hochtaunuskreis	Hochtaunuskreis
1546	DE719	DE	Main-Kinzig-Kreis	Main-Kinzig-Kreis	Main-Kinzig-Kreis	Main-Kinzig-Kreis
1547	DE71A	DE	Main-Taunus-Kreis	Main-Taunus-Kreis	Main-Taunus-Kreis	Main-Taunus-Kreis
1548	DE71B	DE	Odenwaldkreis	Odenwaldkreis	Odenwaldkreis	Odenwaldkreis
1549	DE71C	DE	Offenbach, Landkreis	Offenbach, Landkreis	Offenbach, Landkreis	Offenbach, Landkreis
